blacklist_id,type,value,reason,created_at
5575,USER,shprese467@yahoo.com,Suspicious activity detected for user shprese467@yahoo.com,2025-08-16 06:14:49.040
5576,USER,ylber_martin2026@live.com,Suspicious activity detected for user ylber_martin2026@live.com,2024-09-13 09:29:49.047
5577,MERCHANT,Merchant_397470874_4200,Suspicious transactions detected for merchant Merchant_397470874_4200,2024-09-26 07:36:49.047
5578,IP,137.113.249.169,IP address flagged for suspicious activity: 137.113.249.169,2024-06-15 07:58:49.050
5579,MERCHANT,Merchant_373492046_696,Suspicious transactions detected for merchant Merchant_373492046_696,2024-07-14 15:44:49.053
5580,IP,250.212.0.11,IP address flagged for suspicious activity: 250.212.0.11,2024-02-23 03:22:49.060
5581,MERCHANT,Merchant_1102760450_4819,Suspicious transactions detected for merchant Merchant_1102760450_4819,2025-05-26 06:34:49.060
5582,USER,ylber.kuka5756@aol.com,Suspicious activity detected for user ylber.kuka5756@aol.com,2024-07-09 00:31:49.063
5583,IP,13.212.226.159,IP address flagged for suspicious activity: 13.212.226.159,2025-02-02 21:41:49.067
5584,USER,valon_moore2026@yahoo.com,Suspicious activity detected for user valon_moore2026@yahoo.com,2024-03-17 11:52:49.073
5585,IP,140.204.244.109,IP address flagged for suspicious activity: 140.204.244.109,2024-12-28 06:45:49.077
5586,MERCHANT,Merchant_304413798_4120,Suspicious transactions detected for merchant Merchant_304413798_4120,2025-10-08 19:44:49.080
5587,MERCHANT,Merchant_537653554_4023,Suspicious transactions detected for merchant Merchant_537653554_4023,2024-08-22 03:01:49.080
5588,IP,111.176.235.164,IP address flagged for suspicious activity: 111.176.235.164,2025-04-27 06:41:49.087
5589,USER,tringa_shala2026@protonmail.com,Suspicious activity detected for user tringa_shala2026@protonmail.com,2024-11-11 07:53:49.090
5590,USER,yll.johnson7620@aol.com,Suspicious activity detected for user yll.johnson7620@aol.com,2024-03-27 03:35:49.093
5591,USER,fmoore5453@gmail.com,Suspicious activity detected for user fmoore5453@gmail.com,2025-03-01 06:27:49.097
5592,USER,emiller8481@yahoo.com,Suspicious activity detected for user emiller8481@yahoo.com,2025-12-11 00:13:49.100
5593,USER,blerina.anderson6808@protonmail.com,Suspicious activity detected for user blerina.anderson6808@protonmail.com,2025-11-12 04:54:49.103
5594,MERCHANT,Merchant_1598626575_150,Suspicious transactions detected for merchant Merchant_1598626575_150,2025-08-01 13:41:49.107
5595,USER,granit.williams1924@aol.com,Suspicious activity detected for user granit.williams1924@aol.com,2025-02-18 00:01:49.110
5596,USER,arexha7097@aol.com,Suspicious activity detected for user arexha7097@aol.com,2025-04-29 20:08:49.113
5597,IP,156.112.83.77,IP address flagged for suspicious activity: 156.112.83.77,2025-10-27 11:18:49.120
5598,MERCHANT,Merchant_195836002_1697,Suspicious transactions detected for merchant Merchant_195836002_1697,2024-10-14 07:05:49.120
5599,IP,66.148.103.158,IP address flagged for suspicious activity: 66.148.103.158,2025-03-21 09:16:49.123
5600,MERCHANT,Merchant_563739249_4184,Suspicious transactions detected for merchant Merchant_563739249_4184,2025-02-03 09:13:49.127
5601,IP,97.60.200.89,IP address flagged for suspicious activity: 97.60.200.89,2025-01-30 23:53:49.130
5602,USER,mimoza435@gmail.com,Suspicious activity detected for user mimoza435@gmail.com,2024-09-24 13:53:49.133
5603,IP,117.135.110.148,IP address flagged for suspicious activity: 117.135.110.148,2026-01-09 05:36:49.140
5604,MERCHANT,Merchant_1510019571_769,Suspicious transactions detected for merchant Merchant_1510019571_769,2024-11-22 02:31:49.140
5605,IP,156.100.76.79,IP address flagged for suspicious activity: 156.100.76.79,2025-01-19 04:01:49.147
5606,IP,24.111.225.17,IP address flagged for suspicious activity: 24.111.225.17,2025-03-02 18:53:49.150
5607,IP,155.200.3.85,IP address flagged for suspicious activity: 155.200.3.85,2024-07-14 16:57:49.160
5608,MERCHANT,Merchant_233935992_635,Suspicious transactions detected for merchant Merchant_233935992_635,2025-12-26 14:58:49.160
5609,IP,246.192.213.238,IP address flagged for suspicious activity: 246.192.213.238,2025-01-22 01:44:49.167
5610,IP,81.170.236.230,IP address flagged for suspicious activity: 81.170.236.230,2025-02-03 11:49:49.173
5611,USER,bjones4521@yahoo.com,Suspicious activity detected for user bjones4521@yahoo.com,2024-10-28 14:32:49.180
5612,USER,olti331@outlook.com,Suspicious activity detected for user olti331@outlook.com,2025-11-24 20:46:49.183
5613,USER,naim951@protonmail.com,Suspicious activity detected for user naim951@protonmail.com,2025-01-20 08:27:49.187
5614,IP,12.109.65.233,IP address flagged for suspicious activity: 12.109.65.233,2025-07-29 01:34:49.193
5615,IP,85.56.187.144,IP address flagged for suspicious activity: 85.56.187.144,2025-09-11 06:34:49.200
5616,IP,24.232.179.86,IP address flagged for suspicious activity: 24.232.179.86,2024-07-09 15:13:49.203
5617,USER,orges55@protonmail.com,Suspicious activity detected for user orges55@protonmail.com,2024-05-28 11:05:49.210
5618,USER,pmartin433@protonmail.com,Suspicious activity detected for user pmartin433@protonmail.com,2024-09-19 02:26:49.213
5619,USER,drita855@icloud.com,Suspicious activity detected for user drita855@icloud.com,2025-05-07 14:45:49.220
5620,IP,22.139.158.108,IP address flagged for suspicious activity: 22.139.158.108,2025-01-29 23:20:49.227
5621,USER,ylli.miller8864@icloud.com,Suspicious activity detected for user ylli.miller8864@icloud.com,2026-01-18 06:00:49.233
5622,MERCHANT,Merchant_704501388_4757,Suspicious transactions detected for merchant Merchant_704501388_4757,2025-02-10 05:42:49.233
5623,MERCHANT,Merchant_1577059372_465,Suspicious transactions detected for merchant Merchant_1577059372_465,2024-07-03 15:35:49.237
5624,IP,30.105.228.175,IP address flagged for suspicious activity: 30.105.228.175,2025-10-20 03:23:49.243
5625,USER,jon_williams2026@protonmail.com,Suspicious activity detected for user jon_williams2026@protonmail.com,2025-05-09 17:44:49.247
5626,MERCHANT,Merchant_363985241_4116,Suspicious transactions detected for merchant Merchant_363985241_4116,2024-06-19 04:11:49.250
5627,IP,74.73.22.42,IP address flagged for suspicious activity: 74.73.22.42,2024-02-18 08:24:49.253
5628,USER,petrit.morina244@live.com,Suspicious activity detected for user petrit.morina244@live.com,2024-07-19 10:48:49.260
5629,MERCHANT,Merchant_317886568_4121,Suspicious transactions detected for merchant Merchant_317886568_4121,2024-04-04 14:14:49.263
5630,MERCHANT,Merchant_1584173254_3163,Suspicious transactions detected for merchant Merchant_1584173254_3163,2025-07-21 16:20:49.267
5631,USER,krenar.hoxha2704@aol.com,Suspicious activity detected for user krenar.hoxha2704@aol.com,2025-04-30 15:35:49.270
5632,USER,mgonzalez7377@aol.com,Suspicious activity detected for user mgonzalez7377@aol.com,2025-09-03 03:25:49.273
5633,IP,216.154.134.79,IP address flagged for suspicious activity: 216.154.134.79,2024-07-03 07:49:49.280
5634,MERCHANT,Merchant_1308266603_2847,Suspicious transactions detected for merchant Merchant_1308266603_2847,2025-06-26 12:45:49.280
5635,USER,kpajaziti865@icloud.com,Suspicious activity detected for user kpajaziti865@icloud.com,2025-10-27 02:45:49.287
5636,USER,genta_hoti2026@aol.com,Suspicious activity detected for user genta_hoti2026@aol.com,2025-12-07 18:49:49.290
5637,USER,zleka6329@hotmail.com,Suspicious activity detected for user zleka6329@hotmail.com,2024-06-04 05:48:49.297
5638,IP,126.251.251.178,IP address flagged for suspicious activity: 126.251.251.178,2025-05-17 23:54:49.300
5639,IP,251.190.206.64,IP address flagged for suspicious activity: 251.190.206.64,2024-09-05 13:47:49.303
5640,USER,rrezart.rexha8508@gmail.com,Suspicious activity detected for user rrezart.rexha8508@gmail.com,2024-11-14 17:06:49.310
5641,MERCHANT,Merchant_1444601203_3767,Suspicious transactions detected for merchant Merchant_1444601203_3767,2025-07-17 13:09:49.313
5642,MERCHANT,Merchant_1451591113_1726,Suspicious transactions detected for merchant Merchant_1451591113_1726,2024-12-08 09:27:49.313
5643,MERCHANT,Merchant_821413294_730,Suspicious transactions detected for merchant Merchant_821413294_730,2024-03-18 22:34:49.317
5644,USER,liridona.brown1488@outlook.com,Suspicious activity detected for user liridona.brown1488@outlook.com,2025-03-05 05:03:49.320
5645,USER,indrit.rrahmani2272@outlook.com,Suspicious activity detected for user indrit.rrahmani2272@outlook.com,2025-04-20 06:46:49.327
5646,MERCHANT,Merchant_1238396266_1217,Suspicious transactions detected for merchant Merchant_1238396266_1217,2024-05-22 16:13:49.330
5647,IP,59.112.14.83,IP address flagged for suspicious activity: 59.112.14.83,2025-11-23 00:07:49.333
5648,IP,80.110.128.188,IP address flagged for suspicious activity: 80.110.128.188,2025-05-08 11:08:49.337
5649,USER,valon_basha2026@aol.com,Suspicious activity detected for user valon_basha2026@aol.com,2025-12-17 19:36:49.343
5650,USER,jhoxha5661@outlook.com,Suspicious activity detected for user jhoxha5661@outlook.com,2024-08-04 04:17:49.347
5651,USER,leotrim.gashi9260@protonmail.com,Suspicious activity detected for user leotrim.gashi9260@protonmail.com,2026-01-29 14:22:49.350
5652,USER,era.williams9620@gmail.com,Suspicious activity detected for user era.williams9620@gmail.com,2025-06-16 23:57:49.357
5653,IP,246.123.160.64,IP address flagged for suspicious activity: 246.123.160.64,2024-11-22 21:32:49.360
5654,MERCHANT,Merchant_330603176_2856,Suspicious transactions detected for merchant Merchant_330603176_2856,2024-05-02 10:46:49.363
5655,IP,141.12.233.235,IP address flagged for suspicious activity: 141.12.233.235,2024-05-31 13:58:49.367
5656,MERCHANT,Merchant_952999682_1310,Suspicious transactions detected for merchant Merchant_952999682_1310,2025-04-10 01:49:49.370
5657,MERCHANT,Merchant_563959023_1573,Suspicious transactions detected for merchant Merchant_563959023_1573,2024-12-06 06:14:49.373
5658,MERCHANT,Merchant_876236539_1127,Suspicious transactions detected for merchant Merchant_876236539_1127,2026-01-25 05:28:49.373
5659,MERCHANT,Merchant_1219771607_607,Suspicious transactions detected for merchant Merchant_1219771607_607,2024-06-12 23:01:49.377
5660,IP,111.13.133.64,IP address flagged for suspicious activity: 111.13.133.64,2025-03-13 19:32:49.380
5661,MERCHANT,Merchant_1143198547_3631,Suspicious transactions detected for merchant Merchant_1143198547_3631,2025-10-08 09:13:49.383
5662,IP,204.64.50.126,IP address flagged for suspicious activity: 204.64.50.126,2025-08-12 06:01:49.390
5663,MERCHANT,Merchant_1816062875_4876,Suspicious transactions detected for merchant Merchant_1816062875_4876,2024-11-26 06:43:49.390
5664,USER,genta.rexha9000@outlook.com,Suspicious activity detected for user genta.rexha9000@outlook.com,2024-05-26 01:34:49.397
5665,MERCHANT,Merchant_1126391094_1450,Suspicious transactions detected for merchant Merchant_1126391094_1450,2025-09-08 06:15:49.400
5666,USER,uran.johnson1996@hotmail.com,Suspicious activity detected for user uran.johnson1996@hotmail.com,2025-12-21 09:36:49.403
5667,IP,117.1.47.220,IP address flagged for suspicious activity: 117.1.47.220,2024-06-25 09:53:49.410
5668,MERCHANT,Merchant_970264029_3329,Suspicious transactions detected for merchant Merchant_970264029_3329,2025-01-22 09:46:49.413
5669,USER,hana319@live.com,Suspicious activity detected for user hana319@live.com,2024-10-04 04:21:49.417
5670,IP,162.20.200.8,IP address flagged for suspicious activity: 162.20.200.8,2025-02-15 08:41:49.420
5671,MERCHANT,Merchant_1516522091_793,Suspicious transactions detected for merchant Merchant_1516522091_793,2024-07-27 22:02:49.423
5672,MERCHANT,Merchant_1014929956_4769,Suspicious transactions detected for merchant Merchant_1014929956_4769,2025-07-30 13:22:49.427
5673,IP,160.88.40.166,IP address flagged for suspicious activity: 160.88.40.166,2025-05-02 15:37:49.430
5674,MERCHANT,Merchant_162328677_3278,Suspicious transactions detected for merchant Merchant_162328677_3278,2025-03-01 18:43:49.433
5675,USER,zana.thaçi1348@icloud.com,Suspicious activity detected for user zana.thaçi1348@icloud.com,2024-12-28 00:26:49.440
5676,IP,76.14.16.176,IP address flagged for suspicious activity: 76.14.16.176,2025-10-09 16:04:49.443
5677,MERCHANT,Merchant_1253104004_559,Suspicious transactions detected for merchant Merchant_1253104004_559,2025-08-19 19:30:49.447
5678,USER,luan.dedaj7972@hotmail.com,Suspicious activity detected for user luan.dedaj7972@hotmail.com,2024-07-25 22:24:49.450
5679,MERCHANT,Merchant_1908181392_4667,Suspicious transactions detected for merchant Merchant_1908181392_4667,2024-02-09 20:23:49.453
5680,USER,zhernandez3793@outlook.com,Suspicious activity detected for user zhernandez3793@outlook.com,2025-08-30 23:37:49.457
5681,MERCHANT,Merchant_1680516992_462,Suspicious transactions detected for merchant Merchant_1680516992_462,2025-07-14 06:34:49.460
5682,IP,58.172.41.198,IP address flagged for suspicious activity: 58.172.41.198,2024-03-31 01:10:49.463
5683,USER,smartin4401@live.com,Suspicious activity detected for user smartin4401@live.com,2025-11-23 16:30:49.467
5684,MERCHANT,Merchant_141567457_2810,Suspicious transactions detected for merchant Merchant_141567457_2810,2024-04-24 12:30:49.470
5685,IP,210.74.174.115,IP address flagged for suspicious activity: 210.74.174.115,2025-05-26 20:50:49.473
5686,MERCHANT,Merchant_1710790287_1119,Suspicious transactions detected for merchant Merchant_1710790287_1119,2024-06-26 12:22:49.477
5687,USER,mimoza443@outlook.com,Suspicious activity detected for user mimoza443@outlook.com,2024-04-07 07:37:49.480
5688,MERCHANT,Merchant_2121265120_3100,Suspicious transactions detected for merchant Merchant_2121265120_3100,2025-06-29 07:00:49.483
5689,MERCHANT,Merchant_1684662041_1614,Suspicious transactions detected for merchant Merchant_1684662041_1614,2024-07-06 00:42:49.487
5690,MERCHANT,Merchant_1200909888_1768,Suspicious transactions detected for merchant Merchant_1200909888_1768,2024-09-04 18:15:49.490
5691,MERCHANT,Merchant_635906217_3645,Suspicious transactions detected for merchant Merchant_635906217_3645,2024-08-18 18:00:49.490
5692,USER,jeton215@icloud.com,Suspicious activity detected for user jeton215@icloud.com,2025-01-06 01:41:49.497
5693,USER,rrezart683@icloud.com,Suspicious activity detected for user rrezart683@icloud.com,2025-10-22 11:56:49.500
5694,MERCHANT,Merchant_994364493_3791,Suspicious transactions detected for merchant Merchant_994364493_3791,2025-01-09 04:44:49.500
5695,MERCHANT,Merchant_1015017685_1340,Suspicious transactions detected for merchant Merchant_1015017685_1340,2025-04-26 01:05:49.503
5696,IP,150.35.11.166,IP address flagged for suspicious activity: 150.35.11.166,2024-09-23 17:16:49.510
5697,IP,41.206.25.48,IP address flagged for suspicious activity: 41.206.25.48,2025-01-10 01:18:49.513
5698,MERCHANT,Merchant_911347922_719,Suspicious transactions detected for merchant Merchant_911347922_719,2024-08-03 07:21:49.517
5699,MERCHANT,Merchant_1766583524_2769,Suspicious transactions detected for merchant Merchant_1766583524_2769,2024-02-11 04:43:49.520
5700,MERCHANT,Merchant_463167268_1564,Suspicious transactions detected for merchant Merchant_463167268_1564,2024-10-09 21:56:49.520
5701,IP,89.27.235.129,IP address flagged for suspicious activity: 89.27.235.129,2024-10-06 10:34:49.527
5702,MERCHANT,Merchant_578635476_1743,Suspicious transactions detected for merchant Merchant_578635476_1743,2024-10-13 12:36:49.530
5703,USER,orges_jackson2026@icloud.com,Suspicious activity detected for user orges_jackson2026@icloud.com,2025-05-28 12:18:49.533
5704,IP,66.66.169.204,IP address flagged for suspicious activity: 66.66.169.204,2024-06-29 22:16:49.537
5705,USER,edona.jones7548@gmail.com,Suspicious activity detected for user edona.jones7548@gmail.com,2025-07-08 18:42:49.540
5706,IP,142.183.108.203,IP address flagged for suspicious activity: 142.183.108.203,2025-12-03 06:57:49.547
5707,IP,109.109.163.214,IP address flagged for suspicious activity: 109.109.163.214,2025-02-02 07:05:49.550
5708,MERCHANT,Merchant_1181310176_857,Suspicious transactions detected for merchant Merchant_1181310176_857,2026-02-01 10:57:49.553
5709,IP,3.161.123.207,IP address flagged for suspicious activity: 3.161.123.207,2025-11-21 02:42:49.560
5710,IP,224.90.13.163,IP address flagged for suspicious activity: 224.90.13.163,2024-11-30 11:59:49.563
5711,MERCHANT,Merchant_154584195_1036,Suspicious transactions detected for merchant Merchant_154584195_1036,2025-12-20 07:31:49.567
